REF_DATE,GEO,DGUID,Duration of marriage,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 27 years",Number,223,units ,0,v42139320,1.35,1060,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 28 years",Number,223,units ,0,v42139321,1.36,955,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 29 years",Number,223,units ,0,v42139322,1.37,913,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139323,1.38,3454,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139324,1.39,1652,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139325,1.4,660,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139326,1.41,269,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139327,1.42,135,,,,0
2005,"Canada, place of occurrence",2016A000011124,"Duration of marriage, not stated",Number,223,units ,0,v42139328,1.43,0,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Year of marriage, all years",Number,223,units ,0,v42139329,2.1,789,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 0 years",Number,223,units ,0,v42139330,2.2,0,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139331,2.3,102,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 1 year",Number,223,units ,0,v42139332,2.4,6,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 2 years",Number,223,units ,0,v42139333,2.5,16,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 3 years",Number,223,units ,0,v42139334,2.6,37,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 4 years",Number,223,units ,0,v42139335,2.7,43,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139336,2.8,176,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 5 years",Number,223,units ,0,v42139337,2.9,37,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 6 years",Number,223,units ,0,v42139338,2.1,34,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 7 years",Number,223,units ,0,v42139339,2.11,42,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 8 years",Number,223,units ,0,v42139340,2.12,33,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 9 years",Number,223,units ,0,v42139341,2.13,30,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139342,2.14,155,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 10 years",Number,223,units ,0,v42139343,2.15,30,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 11 years",Number,223,units ,0,v42139344,2.16,30,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 12 years",Number,223,units ,0,v42139345,2.17,27,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 13 years",Number,223,units ,0,v42139346,2.18,39,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 14 years",Number,223,units ,0,v42139347,2.19,29,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139348,2.2,120,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 15 years",Number,223,units ,0,v42139349,2.21,26,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 16 years",Number,223,units ,0,v42139350,2.22,24,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 17 years",Number,223,units ,0,v42139351,2.23,20,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 18 years",Number,223,units ,0,v42139352,2.24,18,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 19 years",Number,223,units ,0,v42139353,2.25,32,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139354,2.26,99,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 20 years",Number,223,units ,0,v42139355,2.27,30,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 21 years",Number,223,units ,0,v42139356,2.28,23,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 22 years",Number,223,units ,0,v42139357,2.29,15,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 23 years",Number,223,units ,0,v42139358,2.3,16,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 24 years",Number,223,units ,0,v42139359,2.31,15,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139360,2.32,60,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 25 years",Number,223,units ,0,v42139361,2.33,12,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 26 years",Number,223,units ,0,v42139362,2.34,11,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 27 years",Number,223,units ,0,v42139363,2.35,15,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 28 years",Number,223,units ,0,v42139364,2.36,11,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 29 years",Number,223,units ,0,v42139365,2.37,11,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139366,2.38,50,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139367,2.39,16,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139368,2.4,8,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139369,2.41,3,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139370,2.42,0,,,,0
2005,"Newfoundland and Labrador, place of occurrence",2016A000210,"Duration of marriage, not stated",Number,223,units ,0,v42139371,2.43,0,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Year of marriage, all years",Number,223,units ,0,v42139372,3.1,283,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 0 years",Number,223,units ,0,v42139373,3.2,2,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139374,3.3,32,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 1 year",Number,223,units ,0,v42139375,3.4,3,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 2 years",Number,223,units ,0,v42139376,3.5,6,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 3 years",Number,223,units ,0,v42139377,3.6,11,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 4 years",Number,223,units ,0,v42139378,3.7,12,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139379,3.8,61,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 5 years",Number,223,units ,0,v42139380,3.9,15,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 6 years",Number,223,units ,0,v42139381,3.1,14,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 7 years",Number,223,units ,0,v42139382,3.11,12,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 8 years",Number,223,units ,0,v42139383,3.12,6,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 9 years",Number,223,units ,0,v42139384,3.13,14,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139385,3.14,51,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 10 years",Number,223,units ,0,v42139386,3.15,9,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 11 years",Number,223,units ,0,v42139387,3.16,8,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 12 years",Number,223,units ,0,v42139388,3.17,10,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 13 years",Number,223,units ,0,v42139389,3.18,10,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 14 years",Number,223,units ,0,v42139390,3.19,14,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139391,3.2,38,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 15 years",Number,223,units ,0,v42139392,3.21,14,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 16 years",Number,223,units ,0,v42139393,3.22,6,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 17 years",Number,223,units ,0,v42139394,3.23,7,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 18 years",Number,223,units ,0,v42139395,3.24,3,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 19 years",Number,223,units ,0,v42139396,3.25,8,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139397,3.26,30,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 20 years",Number,223,units ,0,v42139398,3.27,3,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 21 years",Number,223,units ,0,v42139399,3.28,3,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 22 years",Number,223,units ,0,v42139400,3.29,8,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 23 years",Number,223,units ,0,v42139401,3.3,9,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 24 years",Number,223,units ,0,v42139402,3.31,7,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139403,3.32,35,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 25 years",Number,223,units ,0,v42139404,3.33,7,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 26 years",Number,223,units ,0,v42139405,3.34,5,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 27 years",Number,223,units ,0,v42139406,3.35,9,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 28 years",Number,223,units ,0,v42139407,3.36,3,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 29 years",Number,223,units ,0,v42139408,3.37,11,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139409,3.38,23,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139410,3.39,6,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139411,3.4,1,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139412,3.41,1,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139413,3.42,3,,,,0
2005,"Prince Edward Island, place of occurrence",2016A000211,"Duration of marriage, not stated",Number,223,units ,0,v42139414,3.43,0,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Year of marriage, all years",Number,223,units ,0,v42139415,4.1,1961,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 0 years",Number,223,units ,0,v42139416,4.2,2,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139417,4.3,220,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 1 year",Number,223,units ,0,v42139418,4.4,22,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 2 years",Number,223,units ,0,v42139419,4.5,49,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 3 years",Number,223,units ,0,v42139420,4.6,80,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 4 years",Number,223,units ,0,v42139421,4.7,69,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139422,4.8,429,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 5 years",Number,223,units ,0,v42139423,4.9,87,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 6 years",Number,223,units ,0,v42139424,4.1,81,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 7 years",Number,223,units ,0,v42139425,4.11,67,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 8 years",Number,223,units ,0,v42139426,4.12,97,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 9 years",Number,223,units ,0,v42139427,4.13,97,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139428,4.14,368,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 10 years",Number,223,units ,0,v42139429,4.15,77,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 11 years",Number,223,units ,0,v42139430,4.16,81,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 12 years",Number,223,units ,0,v42139431,4.17,67,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 13 years",Number,223,units ,0,v42139432,4.18,62,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 14 years",Number,223,units ,0,v42139433,4.19,81,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139434,4.2,332,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 15 years",Number,223,units ,0,v42139435,4.21,81,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 16 years",Number,223,units ,0,v42139436,4.22,75,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 17 years",Number,223,units ,0,v42139437,4.23,55,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 18 years",Number,223,units ,0,v42139438,4.24,68,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 19 years",Number,223,units ,0,v42139439,4.25,53,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139440,4.26,258,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 20 years",Number,223,units ,0,v42139441,4.27,67,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 21 years",Number,223,units ,0,v42139442,4.28,56,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 22 years",Number,223,units ,0,v42139443,4.29,51,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 23 years",Number,223,units ,0,v42139444,4.3,41,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 24 years",Number,223,units ,0,v42139445,4.31,43,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139446,4.32,166,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 25 years",Number,223,units ,0,v42139447,4.33,43,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 26 years",Number,223,units ,0,v42139448,4.34,36,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 27 years",Number,223,units ,0,v42139449,4.35,32,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 28 years",Number,223,units ,0,v42139450,4.36,28,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 29 years",Number,223,units ,0,v42139451,4.37,27,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139452,4.38,113,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139453,4.39,46,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139454,4.4,18,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139455,4.41,8,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139456,4.42,1,,,,0
2005,"Nova Scotia, place of occurrence",2016A000212,"Duration of marriage, not stated",Number,223,units ,0,v42139457,4.43,0,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Year of marriage, all years",Number,223,units ,0,v42139458,5.1,1444,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 0 years",Number,223,units ,0,v42139459,5.2,2,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139460,5.3,146,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 1 year",Number,223,units ,0,v42139461,5.4,9,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 2 years",Number,223,units ,0,v42139462,5.5,36,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 3 years",Number,223,units ,0,v42139463,5.6,53,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 4 years",Number,223,units ,0,v42139464,5.7,48,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139465,5.8,296,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 5 years",Number,223,units ,0,v42139466,5.9,71,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 6 years",Number,223,units ,0,v42139467,5.1,59,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 7 years",Number,223,units ,0,v42139468,5.11,69,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 8 years",Number,223,units ,0,v42139469,5.12,55,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 9 years",Number,223,units ,0,v42139470,5.13,42,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139471,5.14,307,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 10 years",Number,223,units ,0,v42139472,5.15,68,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 11 years",Number,223,units ,0,v42139473,5.16,62,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 12 years",Number,223,units ,0,v42139474,5.17,71,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 13 years",Number,223,units ,0,v42139475,5.18,49,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 14 years",Number,223,units ,0,v42139476,5.19,57,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139477,5.2,218,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 15 years",Number,223,units ,0,v42139478,5.21,59,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 16 years",Number,223,units ,0,v42139479,5.22,46,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 17 years",Number,223,units ,0,v42139480,5.23,39,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 18 years",Number,223,units ,0,v42139481,5.24,35,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 19 years",Number,223,units ,0,v42139482,5.25,39,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139483,5.26,184,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 20 years",Number,223,units ,0,v42139484,5.27,30,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 21 years",Number,223,units ,0,v42139485,5.28,35,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 22 years",Number,223,units ,0,v42139486,5.29,33,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 23 years",Number,223,units ,0,v42139487,5.3,38,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 24 years",Number,223,units ,0,v42139488,5.31,48,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 25 to 29 years",Number,223,units ,0,v42139489,5.32,119,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 25 years",Number,223,units ,0,v42139490,5.33,32,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 26 years",Number,223,units ,0,v42139491,5.34,22,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 27 years",Number,223,units ,0,v42139492,5.35,14,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 28 years",Number,223,units ,0,v42139493,5.36,27,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 29 years",Number,223,units ,0,v42139494,5.37,24,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 30 to 34 years",Number,223,units ,0,v42139495,5.38,97,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 35 to 39 years",Number,223,units ,0,v42139496,5.39,51,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 40 to 44 years",Number,223,units ,0,v42139497,5.4,14,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 45 to 49 years",Number,223,units ,0,v42139498,5.41,6,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, 50 years and over",Number,223,units ,0,v42139499,5.42,4,,,,0
2005,"New Brunswick, place of occurrence",2016A000213,"Duration of marriage, not stated",Number,223,units ,0,v42139500,5.43,0,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Year of marriage, all years",Number,223,units ,0,v42139501,6.1,15423,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 0 years",Number,223,units ,0,v42139502,6.2,72,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 1 to 4 years",Number,223,units ,0,v42139503,6.3,2479,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 1 year",Number,223,units ,0,v42139504,6.4,311,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 2 years",Number,223,units ,0,v42139505,6.5,564,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 3 years",Number,223,units ,0,v42139506,6.6,792,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 4 years",Number,223,units ,0,v42139507,6.7,812,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 5 to 9 years",Number,223,units ,0,v42139508,6.8,3140,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 5 years",Number,223,units ,0,v42139509,6.9,771,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 6 years",Number,223,units ,0,v42139510,6.1,650,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 7 years",Number,223,units ,0,v42139511,6.11,609,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 8 years",Number,223,units ,0,v42139512,6.12,584,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 9 years",Number,223,units ,0,v42139513,6.13,526,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 10 to 14 years",Number,223,units ,0,v42139514,6.14,2354,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 10 years",Number,223,units ,0,v42139515,6.15,491,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 11 years",Number,223,units ,0,v42139516,6.16,464,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 12 years",Number,223,units ,0,v42139517,6.17,457,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 13 years",Number,223,units ,0,v42139518,6.18,456,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 14 years",Number,223,units ,0,v42139519,6.19,486,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 15 to 19 years",Number,223,units ,0,v42139520,6.2,2138,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 15 years",Number,223,units ,0,v42139521,6.21,481,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 16 years",Number,223,units ,0,v42139522,6.22,481,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 17 years",Number,223,units ,0,v42139523,6.23,385,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 18 years",Number,223,units ,0,v42139524,6.24,398,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 19 years",Number,223,units ,0,v42139525,6.25,393,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 20 to 24 years",Number,223,units ,0,v42139526,6.26,1902,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 20 years",Number,223,units ,0,v42139527,6.27,404,,,,0
2005,"Quebec, place of occurrence",2016A000224,"Duration of marriage, 21 years",Number,223,units ,0,v42139528,6.28,367,,,,0
